Sr.,Station,day,month,year,CO,NO2,SO2,Temperature,Humudity,Noise,O3,Uray,AQI,PM2_5,PM10
2729,5,28,6,2023,1.71,27.22,1.79,32,72,90,35.41,5,95,44.58,58.17
2730,5,29,6,2023,1.26,54.27,1.96,33,78,85,47.02,6,68,30.14,54.4
2731,5,30,6,2023,0.78,54.72,2.36,34,66,129,24.59,5,102,68.74,40.06
2732,5,1,7,2023,0.52,52.33,1.65,32,63,120,92.53,8,101.36,44.85,89.85
2733,5,2,7,2023,0.65,25.66,1.03,33,57,125,36.36,7,70,17.49,22.05
2734,5,3,7,2023,1.22,48.45,1.01,32,56,110,72.33,9,94,41.15,62.12
2735,5,4,7,2023,1.005,58.28,4.01,36,52,114,49.67,5,117,59.45,45.09
2736,5,5,7,2023,1.09,67.09,3.88,35,51,111,51.95,4,142,60.89,120
2737,5,6,7,2023,1.62,50.38,2.55,36,47,110,25.36,8,81,33.89,75.66
2738,5,7,7,2023,0.91,72.98,3.74,38,49,118,34.2,4,189.64,152.31,109.68
2739,5,8,7,2023,1.46,100,4.12,37,51,115,70.67,8,120,62.24,123.75
2740,5,9,7,2023,1.16,63.98,3.87,35,44,110,36.14,9,142,88.28,114.28
2741,5,10,7,2023,1.35,117.39,2.21,33,49,117,38.62,5,138,63.85,110.31
2742,6,26,7,2022,0.96,26.23,2.68,29,65,110,29.19,4,192,76.98,21.78
2743,6,27,7,2022,0.85,27.06,2.46,31,78,110,20.65,5,108,42.69,31.32
2744,6,28,7,2022,0.9,37.33,2.79,29,59,112,19.42,6,116,27.19,51.58
2745,6,29,7,2022,0.68,31.73,2.12,32,68,105,23.32,6,113,37.77,41.63
2746,6,30,7,2022,0.8,37,2.68,33,63,106,27.13,3,145,15.27,48.56
2747,6,31,7,2022,0.6,33.76,2.56,34,65,108,19.95,4,99,37.81,42.53
2748,6,1,8,2022,0.91,34.59,2.67,33,76,109,19.73,7,97,52.95,31.64
2749,6,2,8,2022,0.72,38.67,2.98,33,72,106,23.75,8,108,46.52,36.52
2750,6,3,8,2022,0.9,30.86,0.98,33,73,108,31.76,4,106,47.14,36.57
2751,6,4,8,2022,0.8,30.39,0.67,35,75,109,29.19,6,127,53.74,75.15
2752,6,5,8,2022,0.6,21.45,1.29,32,78,104,29.19,4,156,51.17,84.31
2753,6,6,8,2022,0.91,34.98,1.56,33,79,116,25.01,7,148,4.55,81.03
2754,6,7,8,2022,0.72,25.65,1.79,34,59,118,22.32,5,172,28.64,36.08
2755,6,8,8,2022,0.5,34.52,1.49,34,65,116,12.32,6,135,16.2,68.46
2756,6,9,8,2022,0.46,35.45,1.52,34,78,123,12.64,4,132,45.61,47.84
2757,6,10,8,2022,0.54,39.56,1.28,34,59,116,31.35,7,107,35.67,61.43
2758,6,11,8,2022,0.54,22.75,1.47,32,68,113,26.51,8,104,35.61,64.48
2759,6,12,8,2022,0.82,18.29,2.12,30,63,114,25.67,6,102,52.94,43.75
2760,6,13,8,2022,0.42,44.3,2.68,33,72,90,41.31,5,102,45.61,63.85
2761,6,14,8,2022,0.35,38.54,2.56,33,75,85,23.56,3,104,61.34,83.83
2762,6,15,8,2022,1.5,36.9,2.67,34,72,110,24.28,6,111,31.1,84.25
2763,6,16,8,2022,1.32,22.83,2.98,31,76,127,28.12,8,92,45.51,92.99
2764,6,17,8,2022,1.08,33.12,0.98,29,66,118,12.76,6,92,25.44,92.43
2765,6,18,8,2022,1.21,33.83,0.67,29,57,110,13.41,7,160,26.54,63.82
2766,6,19,8,2022,1.86,31.88,1.29,32,75,112,35.21,8,124,61.14,30.28
2767,6,20,8,2022,1.24,35.23,1.56,32,73,110,46.21,4,85,62.1,35.64
2768,6,21,8,2022,1.01,41.04,1.86,32,72,110,12.64,6,70,62.1,23.64
2769,6,22,8,2022,1.46,43.9,2.06,32,75,112,21.52,5,92,63.15,29.02
2770,6,23,8,2022,1.31,39.03,2.91,33,72,110,12.51,6,71,34.51,28.69
2771,6,24,8,2022,1.01,39.86,2.06,32,76,110,45.61,8,63,61.14,30.99
2772,6,25,8,2022,1.2,11.07,2.91,29,79,110,24.67,9,63,31.73,30.99
2773,6,26,8,2022,1.22,41.95,2.04,31,78,112,35.61,4,61,25.41,28.15
2774,6,27,8,2022,1.85,43.34,2.01,33,75,112,29.51,6,61,198.2,31.24
2775,6,28,8,2022,1.25,39.2,2.27,33,72,117,29.19,5,84,35.54,85.2
2776,6,29,8,2022,2.58,25.41,2.38,34,75,117,38.65,7,98,180.12,85.2
2777,6,30,8,2022,1.08,32.97,1.59,33,49,110,25.61,6,104,155.45,81.45
2778,6,31,8,2022,1.06,44.03,1.86,33,56,110,29.84,4,102.2,36.61,80.14
2779,6,1,9,2022,1.2,37.62,2.06,34,59,110,22.31,5,91,48.9,26.83
2780,6,2,9,2022,1.31,44,2.91,33,51,110,25.97,8,63,84.27,24.72
2781,6,3,9,2022,1.76,44.97,2.83,35,52,110,21.62,7,102.2,39.34,18.53
2782,6,4,9,2022,1.01,11.32,1.79,35,56,120,45.64,6,91,65.12,14.14
2783,6,5,9,2022,1.23,31.33,2.56,31,54,125,35.45,4,102.2,77.38,14.14
2784,6,6,9,2022,1.15,18.46,2.87,34,53,110,39.81,5,150,70.2,16.82
2785,6,7,9,2022,2.08,40.63,2.59,36,49,112,30.2,6,108,70.2,18.12
2786,6,8,9,2022,1.43,44.82,2.49,37,48,168,22.31,4,120,53.98,14.27
2787,6,9,9,2022,1.62,38.76,2.16,38,57,112,39.62,2,181,74.07,17.23
2788,6,10,9,2022,1.68,37.24,2.12,38,58,110,36.26,5,155,85.59,21.06
2789,6,11,9,2022,1.4,21.32,2.68,38,59,110,27.83,4,155,86.36,21.06
2790,6,12,9,2022,1.22,36.43,2.56,36,51,110,29.18,5,137,86.36,23.03
2791,6,13,9,2022,1.11,39.1,2.38,33,54,112,35.41,6,149,59.2,26.81
2792,6,14,9,2022,1.28,24.59,2.07,34,57,110,28.23,6,98,53.98,27.72
2793,6,15,9,2022,1.16,33.74,2.83,32,47,110,33.27,3,89,56.75,31.74
2794,6,16,9,2022,1.15,21.32,2.36,31,46,112,43.56,4,102,42.99,62.78
2795,6,17,9,2022,1.22,42.81,1.65,32,48,92,36.27,8,106,56.25,62.78
2796,6,18,9,2022,1.28,40.74,1.78,34,49,110,46.14,2,108,57.15,76.02
2797,6,19,9,2022,1.76,61.35,1.69,34,51,112,25.51,5,107,50.23,75.15
2798,6,20,9,2022,1.66,40.33,2.68,34,46,110,26.32,6,98,40.21,84.31
2799,6,21,9,2022,0.99,41.47,1.79,33,48,110,22.66,4,66,46.32,81.03
2800,6,22,9,2022,0.67,40.44,2.56,33,49,112,46.55,7,191,40.12,36.08
2801,6,23,9,2022,1.01,77.34,2.87,33,51,110,36.64,5,192,41.23,68.46
2802,6,24,9,2022,1.26,60.88,2.59,33,52,110,40.49,8,108,37.45,47.84
2803,6,25,9,2022,0.81,48.55,2.49,35,53,115,50.55,7,116,52.35,61.43
2804,6,26,9,2022,0.58,57.51,2.16,33,53,116,29.95,6,113,58.76,64.48
2805,6,27,9,2022,1.26,73.05,2.12,35,51,118,19.95,4,145,38.08,51.56
2806,6,28,9,2022,1.03,48.38,2.68,35,54,116,19.73,5,99,45.01,25.64
2807,6,29,9,2022,0.99,71.55,1.96,35,58,139,13.57,8,97,38.64,21.88
2808,6,30,9,2022,0.61,41.12,1.48,35,56,116,11.65,7,88,42.34,29.31
2809,6,1,10,2022,1.26,65.6,2.01,35,54,112,21.83,6,63,24.66,36.54
2810,6,2,10,2022,1.19,59.28,2.27,35,59,117,20.53,4,78,31.2,59.59
2811,6,3,10,2022,1.06,60.33,2.38,35,65,120,11.25,6,76,39.51,71.84
2812,6,4,10,2022,0.74,31.75,2.07,35,78,117,27.14,5,96,43.94,80
2813,6,5,10,2022,0.59,44.3,2.83,36,59,120,22.32,6,88,40.24,104.31
2814,6,6,10,2022,1.26,38.54,2.36,37,68,125,12.32,8,96,40.24,11.3
2815,6,7,10,2022,0.6,36.9,1.65,34,63,110,22.89,9,73,40.92,39.61
2816,6,8,10,2022,0.73,33.12,1.78,32,65,112,31.35,4,62,84.33,78.56
2817,6,9,10,2022,1.02,33.83,1.69,33,76,117,36.51,6,72,83.52,45.85
2818,6,10,10,2022,1.19,31.88,0.89,35,72,117,25.67,5,84,62.4,62.41
2819,6,11,10,2022,0.59,35.23,2.51,34,59,120,50.55,4,120,82.22,39.81
2820,6,12,10,2022,0.87,41.04,2.51,35,62,125,30.65,3,129,72.39,55.71
2821,6,13,10,2022,0.68,43.9,2.45,35,62,110,24.54,5,105,72.39,39.01
2822,6,14,10,2022,1,39.03,2.69,35,60,112,24.55,6,116,51.94,65.28
2823,6,15,10,2022,1.75,39.86,3,36,55,117,45.26,7,108,61.73,29.45
2824,6,16,10,2022,1.3,41.95,1.54,35,54,110,28.85,6,116,22.06,85.2
2825,6,17,10,2022,0.59,43.34,1.79,35,54,112,38.35,4,101,35.67,51.92
2826,6,18,10,2022,0.63,39.2,1.65,36,67,110,26.66,8,104,29.51,59.3
2827,6,19,10,2022,1.96,32.97,2.56,36,78,110,28.6,4,94,39.58,78.21
2828,6,20,10,2022,1.19,44.03,2.68,36,54,112,25.32,5,92,41.19,84.56
2829,6,21,10,2022,0.62,33.12,2.46,36,66,118,60.64,5,104,13.33,78.53
2830,6,22,10,2022,0.61,34,2.79,36,57,116,45.6,6,109,72.46,97.27
2831,6,23,10,2022,1.06,39.22,2.06,36,75,123,87.64,7,124,66.46,85.2
2832,6,24,10,2022,0.67,44.56,2.15,36,73,116,91.92,8,136,56.98,85.14
2833,6,25,10,2022,1.09,39.63,2.15,35,72,113,80.1,5,129,47.47,51.92
2834,6,26,10,2022,1.64,37.77,1.24,36,56,114,56.2,7,134,52.57,85.2
2835,6,27,10,2022,1.33,45.97,1.32,36,59,90,63.12,4,128,55.47,105.61
2836,6,28,10,2022,1.58,34.93,1.3,35,58,85,52.48,6,135,57.06,103.07
2837,6,29,10,2022,0.23,36.04,1.17,36,57,102,81.75,7,110,76.49,105.11
2838,6,30,10,2022,1.13,37.62,1.7,37,56,106,84.97,8,119,75.78,95.1
2839,6,31,10,2022,1.22,44,1.55,35,55,107,56.21,4,103,68.39,88.62
2840,6,1,11,2022,0.94,44.97,1.8,35,54,168,75.15,5,105,63.3,95.58
2841,6,2,11,2022,1.01,46.37,0.55,35,62,112,72.38,6,103,32.72,88.22
2842,6,3,11,2022,0.23,31.33,1.24,35,66,115,69.44,8,110,32.72,101.43
2843,6,4,11,2022,0.81,40.63,1.31,36,64,116,68.73,9,101.22,4.65,99.19
2844,6,5,11,2022,1.08,44.82,1.67,37,69,105,62.71,4,110,57.13,100.09
2845,6,6,11,2022,0.91,38.76,1.29,37,71,106,13.25,5,122.54,4.55,97.57
2846,6,7,11,2022,0.97,45.58,1.13,35,75,108,28.15,6,116.15,2.04,80.99
2847,6,8,11,2022,0.78,37.24,1.29,35,76,109,15.05,5,184,55.42,95.1
2848,6,9,11,2022,0.75,43.04,1.56,35,70,106,15.32,7,185,52.41,88.95
2849,6,10,11,2022,1.78,42.94,1.79,34,53,108,12.32,4,211,37.96,72.17
2850,6,11,11,2022,1.34,36.09,1.49,33,51,85,21.25,3,195,89.74,90.15
2851,6,12,11,2022,1.23,44.67,1.52,33,49,110,22.65,4,80,86.31,78.25
2852,6,13,11,2022,0.87,40.67,1.28,34,52,115,11.55,6,101,1.57,102
2853,6,14,11,2022,1.3,46.07,1.47,33,54,116,28.15,7,88,24.84,96.42
2854,6,15,11,2022,0.59,34.98,2.47,34,56,118,25.3,5,85,11.32,78.25
2855,6,16,11,2022,0.63,36.41,2.69,33,53,116,12.3,6,84,29.32,95.1
2856,6,17,11,2022,1.96,31.04,2.54,34,51,123,25.36,4,82,45.51,90.2
2857,6,18,11,2022,2.01,36.32,2.58,32,54,116,30.34,7,92,42.64,100.25
2858,6,19,11,2022,3.59,48.31,2.89,33,58,113,0.47,6,120,48.12,78.28
2859,6,20,11,2022,1.2,43.04,1.67,32,59,90,20.28,4,160,5.58,8.2
2860,6,21,11,2022,1.5,42.94,1.54,32,65,85,22.2,5,120,4.56,7.35
2861,6,22,11,2022,0.91,61.82,1.28,31,53,90,35.87,8,110,2.03,2.6
2862,6,23,11,2022,1.88,45.86,2.17,32,51,95,18.63,7,111,63.3,114.99
2863,6,24,11,2022,0.82,37.5,2.16,31,75,100,18.77,6,92,32.72,91.96
2864,6,25,11,2022,0.82,37.5,2.18,31,52,100,18.77,4,92,32.72,91.96
2865,6,26,11,2022,1.91,0.04,2.14,31,53,110,35.65,5,160,4.65,5.18
2866,6,27,11,2022,1.17,56.19,1.26,31,56,110,50.02,7,124,57.13,135.17
2867,6,28,11,2022,1.14,0.98,1.56,32,57,110,4.28,6,85,4.55,5.14
2868,6,29,11,2022,0.72,55.59,1.29,32,54,110,45.82,4,70,2.04,2.5
2869,6,30,11,2022,0.77,48.63,1.72,32,51,110,21.97,5,92,55.42,88.43
2870,6,1,12,2022,1.03,62.75,1.76,31,53,112,48.69,6,71,52.41,68.19
2871,6,2,12,2022,0.88,22.37,1.59,30,51,117,7.85,4,63,37.96,48.16
2872,6,3,12,2022,2.97,69.83,1.86,31,49,96,37.01,2,199,89.74,128.38
2873,6,4,12,2022,1.06,44,0.56,31,47,108,18.34,6,187,86.31,121.92
2874,6,5,12,2022,1.18,41.12,2.56,31,53,116,23.32,4,188,101.53,140.13
2875,6,6,12,2022,1.25,42.11,2.67,30,59,114,26.9,5,216,115.5,160.91
2876,6,7,12,2022,1.55,52.48,2.98,30,58,127,26.66,8,199,89.81,133.66
2877,6,8,12,2022,1.52,50.66,0.98,30,57,139,26.66,7,82,45.07,82.06
2878,6,9,12,2022,1.46,49.57,2.68,30,56,116,23.44,6,88,52.81,86.73
2879,6,10,12,2022,1.35,51.62,2.78,30,55,112,19,4,95,57.48,93.17
2880,6,11,12,2022,1.5,56.45,1.85,30,54,117,26.63,5,195,88.5,126.58
2881,6,12,12,2022,1.5,56.45,1.79,31,64,120,16.63,7,195,88.5,126.58
2882,6,13,12,2022,0.98,26.27,1.96,32,68,117,33.71,6,90,54.22,76.38
2883,6,14,12,2022,0.81,30.15,1.56,32,62,110,35.06,4,62,24.66,41.02
2884,6,15,12,2022,1.25,28.64,1.43,31,59,110,35.46,5,60,39.51,55.85
2885,6,16,12,2022,0.97,22.75,2.36,32,57,112,34.32,6,71,42.34,59.75
2886,6,17,12,2022,0.81,30.15,1.65,33,56,117,35.06,4,62,24.66,41.02
2887,6,18,12,2022,0.81,34.2,1.03,34,53,120,38.52,2,59.52,31.2,41.02
2888,6,19,12,2022,1.25,28.64,1.01,33,58,125,35.46,6,60,39.51,55.85
2889,6,20,12,2022,0.88,19.76,1.24,32,54,110,23.66,4,73,43.94,64.07
2890,6,21,12,2022,0.95,30.99,1.31,32,68,112,34.12,5,67,40.24,62.8
2891,6,22,12,2022,0.95,30.99,1.67,32,62,117,34.12,8,67,40.24,62.8
2892,6,23,12,2022,0.66,28.81,1.24,30,59,110,32.14,7,68,40.92,64.57
2893,6,24,12,2022,1.05,41.36,1.86,27,57,110,23.99,6,181,84.33,122.91
2894,6,25,12,2022,1.01,47.59,2.06,27,56,92,28.61,4,178,83.52,121.6
2895,6,26,12,2022,0.83,35.3,2.91,26,53,89,27.5,8,108,62.4,91.41
2896,6,27,12,2022,1.2,49.42,2.68,27,58,96,44.52,7,174,82.22,120.62
2897,6,28,12,2022,1.61,54.25,3,28,54,108,55.31,6,89,72.39,115.28
2898,6,29,12,2022,1.61,54.25,1.54,28,58,116,13.86,5,141,72.39,115.28
2899,6,30,12,2022,0.96,34.68,1.79,31,59,114,49.25,4,86,51.94,71.86
2900,6,31,12,2022,0.82,26.91,1.65,30,67,127,26.95,8,106,61.73,87.81
2901,6,1,1,2023,0.8,45.2,2.56,28,78,139,55.2,6,101,39.1,95.1
2902,6,2,1,2023,0.8,45.2,2.68,27,67,116,55.2,5,101,39.1,95.1
2903,6,3,1,2023,0.85,44.1,2.46,27,78,125,50.15,3,101.2,40.1,94.2
2904,6,4,1,2023,0.46,46.51,2.79,26,54,110,39.51,2,65,40.21,35.56
2905,6,5,1,2023,0.78,46.56,2.12,24,66,112,55.85,4,99,48,99.94
2906,6,6,1,2023,0.92,40.89,1.86,24,57,117,55.72,4,56,39.65,35.02
2907,6,7,1,2023,0.59,54.52,2.12,26,75,110,14.92,4,88,43.14,87.76
2908,6,8,1,2023,0.54,51.2,2.68,28,67,110,15.28,5,89.2,42.2,86.28
2909,6,9,1,2023,0.46,47.65,2.56,31,50,110,38.52,6,64.52,42.54,35.56
2910,6,10,1,2023,1.01,52.12,2.67,30,49,110,16.82,4,88.12,45.63,86.12
2911,6,11,1,2023,1.01,54.12,2.98,30,51,112,18.56,3,90.12,48.12,89.12
2912,6,12,1,2023,1.05,50.3,1.01,31,48,110,20.5,4,91,50.56,90.63
2913,6,13,1,2023,0.68,48.58,1.24,29,52,110,37.56,6,81,39.55,104.55
2914,6,14,1,2023,1.05,50.3,1.31,25,50,92,20.5,7,91,50.56,90.63
2915,6,15,1,2023,0.43,27.34,1.67,25,49,89,17.53,8,94,44.99,94.55
2916,6,16,1,2023,0.46,47.65,1.54,25,48,96,38.52,5,65,42.54,35.56
2917,6,17,1,2023,1.06,89.37,2.99,27,71,87,73.52,6,110,32.21,37.16
2918,6,18,1,2023,1.01,54.12,1.55,26,69,112,18.56,7,90.12,48.12,89.12
2919,6,19,1,2023,0.69,44.96,1.39,30,73,112,88.87,6,105,49.41,107.57
2920,6,20,1,2023,1.02,38.18,2.14,34,51,110,28.2,7,120,52.2,110.1
2921,6,21,1,2023,1.96,78.73,2.31,31,56,112,18.61,8,154.12,95.12,145.45
2922,6,22,1,2023,1.87,44.15,1.44,19.61,46.86,111,22.97,6,103,49.56,104.34
2923,6,23,1,2023,0.58,37.07,1.28,33,54,116,12.51,6,87,46.62,84.42
2924,6,24,1,2023,1.01,45.12,2.56,32,51,110,25.12,4,110.12,35.12,115.12
2925,6,25,1,2023,1.43,66.24,2.68,32,54,115,54.54,7,215,94.43,158.57
2926,6,26,1,2023,1.01,54.12,2.46,31,57,116,18.56,8,90.12,48.12,89.12
2927,6,27,1,2023,0.77,45.97,2.79,30,54,100,28.33,4,155,76.61,149.63
2928,6,28,1,2023,1.01,45.12,2.12,31,58,100,25.12,6,110.12,35.12,115.12
2929,6,29,1,2023,0.58,37.07,2.68,31,59,110,12.51,4,87,46.62,84.42
2930,6,30,1,2023,1.76,99.12,1.26,35,56,110,51.54,4,158,73.8,135.39
2931,6,31,1,2023,1.01,45.12,1.56,36,59,110,25.12,8,110.12,35.12,115.12
2932,6,1,2,2023,1.01,45.12,1.29,36,58,112,25.12,6,110,35.12,115.12
2933,6,2,2,2023,1.01,54.12,3,36,51,110,28.06,5,90.12,48.12,89.12
2934,6,3,2,2023,0.77,45.97,2.15,34,55,125,28.33,6,155,76.61,149.63
2935,6,4,2,2023,1.01,54.12,2.15,33,54,110,42.2,3,90.12,48.12,89.12
2936,6,5,2,2023,0.87,45.63,1.24,34,62,112,15.63,4,79.63,31.23,75.62
2937,6,6,2,2023,1.01,54.12,1.32,32,66,110,28.06,7,90.12,48.12,89.12
2938,6,7,2,2023,1.01,45.12,1.9,33,54,120,25.12,7,110,35.12,115.12
2939,6,8,2,2023,1.32,67.31,1.03,32,53,125,21.45,5,109,49.69,112.31
2940,6,9,2,2023,0.77,45.97,1.09,32,52,110,28.33,6,155,76.61,149.63
2941,6,10,2,2023,1.01,54.12,2.03,31,56,112,42.2,4,90.12,48.12,89.12
2942,6,11,2,2023,1.01,54.12,2.06,32,55,117,28.06,7,90,48.12,89.12
2943,6,12,2,2023,1.01,54.12,2.08,31,54,110,28.06,8,90.12,48.12,89.12
2944,6,13,2,2023,1.01,54.12,1.24,31,57,112,28.06,6,90.12,48.12,89.12
2945,6,14,2,2023,1.01,45.12,2.35,35,59,110,25.12,7,110,35.12,115.12
2946,6,15,2,2023,1.32,67.31,2.05,36,57,110,21.45,6,109,49.69,112.31
2947,6,16,2,2023,0.77,45.97,2.87,37,53,110,28.33,5,155,76.61,149.63
2948,6,17,2,2023,1.01,54.12,2.59,35,49,112,42.2,6,90.12,48.12,89.12
2949,6,18,2,2023,1.01,54.12,2.49,35,48,168,28.06,4,90.12,48.12,89.12
2950,6,19,2,2023,0.58,37.07,2.16,35,57,112,31.2,2,87,46.62,84.42
2951,6,20,2,2023,1.01,54.12,2.12,35,58,110,42.2,5,90.12,48.12,89.12
2952,6,21,2,2023,1.01,45.12,2.68,36,59,110,25.12,4,110,35.12,115.12
2953,6,22,2,2023,1.2,31.36,2.56,37,51,110,28.1,5,79,36.74,108.51
2954,6,23,2,2023,1.01,45.12,2.38,37,54,112,25.12,6,110,35.12,115.12
2955,6,24,2,2023,1.01,54.12,2.07,35,57,110,28.06,6,90.12,48.12,89.12
2956,6,25,2,2023,1.11,40.8,2.83,35,47,110,19.55,3,103,37.92,104
2957,6,26,2,2023,1.01,54.12,2.46,35,59,110,42.2,8,90.12,48.12,89.12
2958,6,27,2,2023,1.01,54.12,2.79,34,54,110,42.2,5,91,47.61,88.64
2959,6,28,2,2023,1.01,54.12,2.12,33,51,110,42.2,7,95,48.64,88.64
2960,6,1,3,2023,1.35,37.81,1.28,37,53,116,43.88,8,172,35.2,21.78
2961,6,2,3,2023,1.46,52.95,2.17,37,51,100,30.87,4,95,14.56,41.32
2962,6,3,3,2023,1.28,59,2.16,35,49,116,25.87,5,88,13.5,52.23
2963,6,4,3,2023,1.08,57,2.18,35,52,113,23.76,6,96,7.5,81.56
2964,6,5,3,2023,1.24,51,2.14,35,54,114,27.75,4,93,11.78,14.45
2965,6,6,3,2023,0.96,52,1.26,34,56,90,22.46,2,68,15.75,14.5
2966,6,7,3,2023,0.85,56,1.56,33,53,112,20.59,5,87,35.66,17.79
2967,6,8,3,2023,0.83,54,1.29,33,51,92,26.45,4,90,22.78,28
2968,6,9,3,2023,2.37,58.39,2.03,32,67,120,33.71,8,105,22.44,38.4
2969,6,10,3,2023,1.11,40.8,2.68,32,76,85,19.55,6,101,39.51,104
2970,6,11,3,2023,1.64,28.46,2.56,33,79,102,39.51,4,92,47.31,87.16
2971,6,12,3,2023,1.01,54.12,2.67,34,59,106,42.2,8,90.12,48.12,89.12
2972,6,13,3,2023,1.87,44.15,2.98,33,69,107,22.97,6,103,49.56,104.34
2973,6,14,3,2023,1.2,31.36,0.98,33,76,108,28.1,4,79,52.2,108.51
2974,6,15,3,2023,1.01,45.12,0.67,33,71,95,25.12,7,110,54.2,115.12
2975,6,16,3,2023,1.01,54.12,1.29,35,73,94,28.06,6,90.12,48.12,89.12
2976,6,17,3,2023,1.11,40.8,1.56,32,74,92,39.55,4,101,39.51,104
2977,6,18,3,2023,1.87,44.15,2.36,33,57,120,22.97,7,103,49.56,104.34
2978,6,19,3,2023,0.42,40.59,1.65,34,56,125,55.83,2,66,39.51,57.69
2979,6,20,3,2023,1.01,54.12,1.03,34,53,110,28.06,4,90.12,48.12,89.12
2980,6,21,3,2023,1.01,54.12,1.01,34,58,112,42.2,6,90,48.12,89.12
2981,6,22,3,2023,1.32,67.31,1.24,34,54,117,38.9,8,109,49.69,112.31
2982,6,23,3,2023,1.01,54.12,1.39,36,59,115,28.06,7,90.12,48.12,89.12
2983,6,24,3,2023,1.11,40.8,1.22,39,61,114,26.25,8,103,42.28,98.2
2984,6,25,3,2023,1.11,40.8,3.58,32,47,110,19.55,8,103,37.92,104
2985,6,26,3,2023,1.01,54.12,3.87,35,49,115,28.06,9,90.12,48.12,89.12
2986,6,27,3,2023,1.01,54.12,4.01,36,51,114,42.2,5,91,57.61,88.64
2987,6,28,3,2023,0.77,45.97,3.88,35,44,111,28.33,6,105,76.61,92.25
2988,6,29,3,2023,1.76,79.2,2.55,36,49,110,51.54,5,98,58.2,78.28
2989,6,30,3,2023,1.32,67.31,3.74,38,51,118,28.45,8,99,49.69,89.2
2990,6,31,3,2023,1.11,40.8,4.12,37,52,115,29.55,7,103,47.92,104
2991,6,1,4,2023,0.97,34.39,3.87,35,48,110,21.41,9,103,37.74,51.24
2992,6,2,4,2023,1.01,54.12,2.21,33,49,117,28.06,5,90.12,48.12,89.12
2993,6,3,4,2023,0.59,54.52,2.08,35,55,119,14.92,4,88,43.14,87.76
2994,6,4,4,2023,1.87,44.15,1.99,37,52,120,32.97,8,103,49.56,101.34
2995,6,5,4,2023,1.01,54.12,2.28,32,49,115,42.2,9,90.12,48.12,89.12
2996,6,6,4,2023,0.54,51.2,3.46,35,51,110,25.28,5,89.2,42.2,86.28
2997,6,7,4,2023,1.01,54.12,7.86,32,55,112,42.2,8,90.12,48.12,89.12
2998,6,8,4,2023,1.01,52.36,9.67,32,49,111,40.39,9,85,49.67,81.64
2999,6,9,4,2023,1.11,50.8,11.69,31,45,110,39.55,5,103,57.92,94
3000,6,10,4,2023,1.01,54.12,2.59,33,44,113,42.2,6,88,48.12,83.12
3001,6,11,4,2023,1.32,67.31,14.25,32,48,114,39.2,7,109,49.69,102.31
3002,6,12,4,2023,1.01,54.12,25.07,31,58,110,28.06,8,90.12,54.12,89.12
3003,6,13,4,2023,0.54,51.2,5.14,32,55,112,25.28,9,89.2,42.2,86.28
3004,6,14,4,2023,1.01,54.12,4.61,30,56,111,42.2,6,90,48.12,89.12
3005,6,15,4,2023,0.58,37.07,3.75,32,52,110,32.51,7,87,46.62,74.42
3006,6,16,4,2023,0.98,39.07,5.45,33,51,116,32.51,8,97,56.62,84.42
3007,6,17,4,2023,1.01,54.12,3.25,32,49,115,42.2,8,90,48.12,89.12
3008,6,18,4,2023,0.77,45.97,1.76,33,50,110,28.33,9,95,54.28,82.58
3009,6,19,4,2023,1.32,67.31,1.12,30,47,113,38.9,7,109,49.69,62.31
3010,6,20,4,2023,1.01,54.12,2.12,31,53,114,42.2,8,95,48.64,88.64
3011,6,21,4,2023,0.58,37.07,1.28,32,55,110,31.2,7,87,46.62,84.42
3012,6,22,4,2023,0.58,37.07,2.56,31,49,112,32.51,8,87,46.62,74.42
3013,6,23,4,2023,0.82,44.59,2.22,30,58,116,45.83,5,88,49.51,67.69
3014,6,24,4,2023,0.96,46.51,1.58,33,51,110,39.51,6,85,40.21,65.56
3015,6,25,4,2023,1.01,54.12,2.01,31,48,109,42.2,7,90.12,48.12,89.12
3016,6,26,4,2023,1.01,54.12,2.79,33,57,110,28.06,5,90.12,48.12,89.12
3017,6,27,4,2023,0.58,37.07,2.12,34,53,115,32.51,6,87,46.62,74.42
3018,6,28,4,2023,0.58,37.07,2.06,33,54,116,31.2,4,87,26.62,34.42
3019,6,29,4,2023,0.96,46.51,2.83,34,57,118,39.51,7,85,40.21,65.56
3020,6,30,4,2023,1.01,54.12,2.36,33,51,120,28.06,5,90.12,48.12,89.12
3021,6,1,5,2023,0.58,37.07,1.65,34,52,125,31.2,4,87,26.62,34.42
3022,6,2,5,2023,1.32,67.31,1.03,32,56,110,38.9,6,99,58.2,62.31
3023,6,3,5,2023,0.68,40.18,1.01,33,53,112,26.23,4,45.61,34.56,50.21
3024,6,4,5,2023,1.01,54.12,1.24,32,58,168,28.06,6,90.12,48.12,89.12
3025,6,5,5,2023,1.01,54.12,1.31,32,57,112,28.06,5,90.12,48.12,89.12
3026,6,6,5,2023,1.11,40.8,1.67,31,59,110,19.55,7,103,37.92,104
3027,6,7,5,2023,2.76,43.09,1.24,32,58,110,0.98,6,110,48.61,18.64
3028,6,8,5,2023,0.68,40.18,1.31,31,53,110,26.23,5,45.61,34.56,50.21
3029,6,9,5,2023,0.58,37.07,1.67,31,51,112,31.2,4,97,56.2,84.28
3030,6,10,5,2023,1.83,43.83,1.54,31,49,110,23.11,8,91,37.61,100.43
